1,90693
2,143998
3,95384
4,146782
5,153316
6,83100
7,133101
8,65505
8,135167
8,113816
9,142204
10,145287
11,145007
12,123469
13,39228
14,133385
15,22914
16,124903
17,125205
18,135266
19,73303
20,129108
20,161353
21,43219
22,37898
23,84901
24,155910
25,4307
26,41872
27,138035
27,47431
28,126588
29,65092
30,67289
31,19187
32,137679
33,59641
33,174298
33,103385
34,83101
35,146397
36,108420
37,98647
38,104106
39,52396
40,20033
41,88477
42,109578
43,64093
44,16503
45,42192
46,91095
47,94494
48,155055
49,144511
50,57028
51,76741
52,48125
52,98795
53,6486
54,15438
55,164837
56,115203
57,38608
58,76499
59,68267
60,152282
61,70302
62,72353
62,60442
62,31767
63,157335
64,22606
65,51667
66,126919
67,133101
67,12843
68,2831
69,76215
70,153030
71,38875
71,178225
72,24028
73,102928
74,96702
75,140298
76,30943
76,54843
77,2269
78,91205
79,159878
79,39697
80,86894
81,164897
82,122604
83,134967
84,89692
85,164735
86,163323
87,119750
87,144382
87,26159
88,10242
89,22950
89,39502
90,129398
91,37619
92,93289
92,5210
93,64271
94,146832
95,788
95,64403
96,41626
96,159938
96,39416
97,1494
98,104882
98,171757
99,42110
100,143719
101,178129
102,57783
103,85416
104,35765
105,4
106,52299
107,2700
108,149455
109,176564
110,104892
111,68834
112,79054
113,59003
114,93915
114,59727
115,115911
116,51917
117,39567
117,11127
118,6400
119,157127
120,148411
121,168551
121,25329
121,95325
122,132732
123,50424
124,40831
124,165378
124,15656
125,26987
126,132445
127,177162
128,11991
129,179447
129,96013
129,164359
130,120499
131,107091
132,22487
132,35349
132,133243
133,169056
134,33115
135,49762
136,9793
137,21070
138,176585
139,149455
140,43717
141,97353
142,8688
143,59763
144,63313
145,74054
146,26111
147,2833
148,93085
149,175605
149,136831
150,154949
151,52136
152,48740
153,161118
153,86111
153,120722
153,134313
154,10659
155,61225
156,2618
157,52118
157,145741
157,116723
158,91226
158,158139
158,131202
159,153299
160,59892
161,167871
162,56491
163,152822
164,831
165,25879
166,150726
167,155725
168,103007
168,21368
168,98773
168,70026
169,47426
170,162472
171,16956
172,87984
173,35115
174,131
175,87399
176,25009
177,19505
178,61450
179,124986
179,130147
180,9950
181,18230
182,46469
183,118357
184,160545
185,81090
186,55605
187,18913
188,44106
189,115073
190,109735
191,31766
192,78408
193,162208
193,170997
194,95440
195,134256
196,57727
197,32186
198,95440
199,13014
199,31780
199,107287
200,82985
201,160552
202,21431
203,175232
204,97882
205,25220
206,123653
206,132554
206,136695
207,178049
208,46260
209,164976
210,89792
211,164925
211,84521
212,174904
213,158875
214,58489
215,62079
216,46410
216,1711
216,13882
217,161118
218,94570
219,15840
220,167950
221,43768
222,129845
223,153628
224,30532
225,49185
225,73242
226,108943
227,122191
228,74234
229,93656
230,24627
230,93057
231,127837
232,18877
233,88822
234,134171
235,4580
236,73816
237,78639
238,61066
239,112737
240,47050
241,140135
242,66722
243,146232
244,124469
245,79635
246,16860
247,119633
248,35034
249,85857
250,16204
251,54292
252,8901
253,161357
254,63980
255,23551
256,71067
257,73691
258,51372
258,95989
258,7193
259,147251
260,113830
261,33316
262,119338
262,105141
262,155300
263,176030
264,78248
265,892
266,102511
267,37407
268,68492
269,85283
270,143942
271,93414
272,95169
273,80007
274,26297
274,36005
274,76367
274,155197
275,113316
276,33725
277,117930
278,50095
279,134876
280,71139
281,61505
282,98137
282,60115
283,118636
284,35196
284,140357
285,178570
286,132771
287,157157
288,82931
288,145035
289,129821
290,147960
291,170065
292,98119
293,8999
294,129693
295,169661
296,46999
297,162351
298,35614
299,78657
300,51519
301,81894
302,130348
303,73609
304,62550
304,73529
305,57237
306,28856
307,12862
308,77701
309,80420
310,171984
311,166813
311,161269
311,3722
312,144005
313,69877
314,5419
315,131730
316,33784
317,59177
318,134839
319,64007
320,3370
320,134173
320,93565
321,139
322,13927
323,124541
324,158291
325,173037
326,99763
327,163953
328,176524
329,47300
330,146521
331,22701
332,28370
333,86956
334,153413
335,35627
336,158347
337,77759
337,77129
337,136872
337,49114
337,134903
337,11383
337,157774
337,109163
337,144960
338,80841
339,154166
340,29491
341,108398
342,167510
343,4041
343,53010
344,154235
345,89156
345,36684
346,117891
347,89754
347,142306
347,34655
348,154345
349,9646
349,77483
350,178707
350,140165
351,149396
352,21027
353,25624
354,121125
355,164486
356,49932
357,155393
358,106154
359,157560
360,74667
361,118481
361,101275
362,97877
363,74934
364,16907
365,61436
366,140001
367,79269
368,13640
369,129856
370,42347
371,140328
372,161968
373,36740
373,167123
374,130408
375,65717
376,73360
377,71056
378,125557
379,88606
380,100151
381,145011
381,1624
382,12301
383,178958
384,9773
385,48033
386,148313
387,48663
388,122322
389,124372
390,21553
391,39740
392,15845
393,50995
394,94088
395,15824
396,72822
397,140241
398,151173
398,80076
399,21260
400,4333
401,67
402,85425
403,37412
404,12541
405,15883
405,140428
406,21974
407,45601
408,97858
409,65260
410,49498
411,135853
411,137264
412,8565
412,134709
412,53366
412,52932
413,152358
414,103722
414,45681
415,126083
416,145413
416,19782
417,37248
418,153587
419,159030
420,170450
421,69759
422,52848
423,19219
424,36086
425,5755
426,82944
427,53154
428,98870
429,29602
430,64705
431,13001
432,90323
432,135505
433,131454
433,166812
434,145291
434,129093
435,3663
436,167736
437,53002
438,96498
439,97656
440,15608
441,131553
442,149455
443,123052
444,14828
445,157490
446,29287
447,44336
448,77330
449,115749
450,80580
451,177551
452,162675
453,84024
454,73142
455,62364
456,17183
457,155261
458,29588
459,81844
460,71117
461,45772
462,77699
463,34455
463,133912
464,6436
465,35476
466,116732
467,66599
468,112707
469,135325
470,139296
470,70809
470,171135
471,56412
472,48557
473,38771
473,128285
474,154363
474,94652
474,119874
474,965
474,77177
475,179386
476,118560
476,153806
477,176570
478,84193
479,30285
480,4405
480,33175
480,12154
480,9301
480,138092
480,14196
480,36503
481,80281
481,128269
482,23393
482,8571
482,156423
483,111880
484,167529
484,9280
484,143685
485,138417
486,4416
487,106452
488,11997
489,3521
490,170499
491,152502
491,62960
491,70738
492,40728
492,51373
493,73853
494,144815
495,105317
496,179251
497,119513
498,84408
499,23363
500,14042
501,73610
501,179552
501,159221
501,168068
502,63254
503,116833
504,107770
505,44099
506,163988
507,25311
508,108589
508,3759
509,20259
510,179010
510,63869
511,145727
511,58574
512,54439
513,143174
514,8658
515,12879
516,37866
517,144223
518,127908
519,27107
520,134607
521,81941
522,9753
523,844
524,89855
525,94936
526,137749
527,58053
528,25267
529,137690
530,49252
531,22477
531,98786
532,61745
533,63620
534,102246
534,160588
534,50221
535,179557
536,110072
537,168833
538,108294
539,63078
540,108548
541,62954
541,164782
542,83843
543,104144
544,55180
544,56124
545,56274
546,125283
547,142901
548,128993
548,99691
549,55230
550,50702
551,22725
552,40714
553,103270
554,114496
555,126752
556,163492
557,37190
558,97184
559,178383
560,16001
561,132891
562,42297
563,126648
564,127728
565,100516
566,146943
567,7181
568,103418
569,56546
570,17335
571,53887
572,164062
572,94971
573,73628
574,71200
575,80968
576,51316
577,174193
578,110854
579,91740
579,49241
580,20862
581,115095
582,52479
583,125157
584,73130
584,174124
585,110622
586,126423
586,86558
587,126757
588,77278
589,69214
590,92699
591,112440
592,71431
593,134652
594,130511
595,159704
596,121531
597,140751
598,120506
599,28974
600,109617
601,35318
602,120548
603,36281
604,134146
605,94098
605,32526
605,171129
605,28308
606,8748
606,176258
606,103859
607,84810
608,109875
609,25219
609,83952
609,90360
610,48148
611,46094
612,51065
613,94421
614,108884
615,144960
616,156048
617,71796
618,169852
619,78054
620,152848
621,52395
622,157780
623,10655
624,97107
625,131413
626,174537
627,130568
627,105692
628,137353
629,128002
630,25763
631,92639
632,111586
633,38168
634,107325
635,173038
636,36710
637,121955
638,154516
639,40389
640,175368
641,61639
642,174518
643,115218
644,152963
645,176614
646,8378
647,123511
648,87210
649,145190
650,170417
651,155162
651,107987
652,150195
653,89521
654,129192
655,161029
656,125867
657,44273
658,178218
659,144596
660,146982
661,157784
662,36158
663,77460
663,76861
664,168902
665,82750
666,49348
667,138265
668,133150
668,103127
669,121291
670,128239
671,73532
672,81531
673,32249
674,34168
675,114223
676,61303
677,161270
678,26786
679,97770
680,84379
681,135329
682,13021
683,71715
684,176282
685,128549
686,105640
687,30035
688,80687
689,16017
690,177658
691,149455
692,121690
693,18082
694,122415
695,131735
695,54479
696,149426
697,117112
698,24784
699,8359
700,45418
701,175071
702,34224
703,60382
704,153080
705,76770
706,179799
707,125572
708,146481
709,106802
710,160563
711,117594
712,81110
713,48941
714,98043
715,43295
716,26067
717,38925
718,105074
719,136627
720,104707
721,166537
721,147933
721,99704
722,35662
722,115195
723,137856
724,116799
725,155613
726,79733
727,7439
728,101333
729,118878
730,179146
731,140364
732,86403
733,175063
734,10821
734,171440
734,84487
735,67076
735,120511
736,157842
737,36883
738,47597
739,19237
740,29178
741,86501
742,77113
743,65013
744,2500
745,82079
746,120220
747,142986
747,154404
748,33889
749,99615
750,138666
751,8761
751,63390
752,97224
753,91341
754,102926
755,10322
756,85781
757,7129
758,176525
758,50157
759,69612
760,149777
761,32740
762,65628
762,86949
762,139484
763,6975
764,134211
765,19075
766,132386
767,159907
768,6799
768,117029
768,169043
768,153690
769,126329
770,12542
771,153940
772,110765
773,43018
774,142975
775,149455
776,93752
777,94932
778,2647
779,65520
780,55891
780,98162
780,153744
780,92880
780,96230
780,3536
780,52093
780,168251
780,9109
781,105596
781,139035
782,104329
783,131309
784,64499
785,29062
785,14421
785,23000
786,129371
787,147580
788,108442
789,20780
790,172877
791,81858
792,133101
793,4640
794,56932
795,49530
795,55303
796,15651
797,169390
798,121857
799,151160
800,173815
800,50644
800,26537
800,166559
800,12618
801,33744
802,125139
802,17675
803,16941
804,84614
805,103446
805,150900
806,125107
807,38935
808,56526
809,40391
810,118861
811,169374
811,168231
812,174676
813,163744
814,46446
815,179202
816,57693
817,36416
817,106804
818,8383
819,108066
820,31672
821,95771
822,35270
822,83334
823,145524
824,41969
825,15064
826,31033
827,157841
828,117244
829,126838
830,157990
831,95635
832,61040
833,112418
834,111074
834,6922
834,18114
835,133054
836,179197
837,41827
838,164120
839,46065
840,174051
840,124141
840,161862
840,91104
841,150258
842,142890
843,144974
844,143619
845,1623
846,167846
847,29223
848,144690
849,134921
850,141346
851,8390
852,163805
853,39738
854,81921
855,133523
856,38860
857,54275
858,19755
859,75570
859,94936
860,100138
861,164299
862,47131
863,5893
864,65322
865,165495
866,17840
866,69920
867,297
867,98344
868,91419
869,114180
869,46985
869,32843
870,12157
871,164238
871,158146
872,64514
873,128402
874,24513
875,117166
876,104185
877,176333
878,33302
879,91260
880,35793
880,7002
880,175649
881,130642
882,179452
883,45695
884,86865
884,142752
884,131849
885,105416
885,170419
885,122051
886,172237
887,732
888,40637
888,75143
889,179628
890,38650
891,32680
892,169684
893,91963
894,75387
894,160013
895,41754
896,91205
896,9036
897,99968
898,139871
899,70395
900,162486
900,127708
901,35923
901,167623
902,155800
902,47368
902,32401
902,98086
902,30400
902,169743
903,178852
904,1216
905,40261
906,29062
906,23000
907,29760
908,163615
909,143737
910,102248
911,166296
912,70202
913,100369
914,66969
915,13960
916,666
917,76292
918,110107
918,148880
919,162998
919,114458
919,101192
919,86252
920,119430
921,109396
922,90966
923,46607
924,63990
925,43607
926,82549
927,9127
928,62090
929,127966
930,162254
931,130664
932,58833
932,50932
932,41051
933,158308
934,56079
935,89113
935,74966
936,52768
937,73005
938,39988
939,147797
940,179899
941,106771
942,133548
943,76218
944,11566
945,157975
946,68341
947,56438
948,47600
949,119639
950,132383
951,139705
952,69278
953,121488
954,158740
955,68216
956,173153
957,46679
958,80664
958,159550
959,164775
959,121380
959,3453
960,44595
960,18634
961,152083
962,87375
963,86854
963,174555
963,124159
964,19779
965,151443
966,18357
966,119193
966,149539
967,51546
968,10907
969,126770
970,61496
971,167447
972,149737
973,101627
974,44016
974,43749
974,129798
975,38014
976,140128
977,157787
977,31680
978,39846
979,91205
980,99851
981,26603
982,52630
983,49685
984,123547
985,174979
986,139174
987,53377
988,32030
989,65912
990,55673
990,35328
990,9263
991,155133
991,44516
992,159765
993,110511
994,119138
995,85596
996,94898
997,76670
998,93473
999,113187
1000,178387
1001,10941
1002,43289
1003,55301
1004,62405
1005,67489
1006,35946
1007,109546
1007,155016
1008,34967
1009,21547
1010,110798
1011,101696
1012,151643
1013,106466
1014,26887
1015,146698
1016,97541
1017,41306
1017,165881
1018,58685
1019,51499
1020,16598
1021,73329
1021,25972
1021,179089
1022,91399
1023,123665
1024,124748
1025,78416
1026,11346
1027,23636
1028,145936
1029,10240
