1,2018-06-20,5,46545
2,2018-06-20,4,4941
3,2018-06-20,1,35374
4,2018-05-05,3,55573
5,2018-06-20,2,177539
6,2018-06-20,3,36907
7,2018-06-19,5,93372
9,2018-06-19,1,171745
10,2018-06-20,5,124175
11,2018-06-19,3,138875
12,2018-06-20,4,188508
13,2018-06-20,1,181247
14,2018-06-19,5,92562
15,2018-06-20,5,55913
16,2018-06-20,5,8125
17,2018-06-20,5,137172
18,2018-06-20,5,113670
19,2018-06-20,5,41342
21,2018-06-19,5,86866
22,2018-06-20,4,148450
23,2018-05-05,5,69324
26,2018-06-21,2,75332
27,2018-06-21,5,149809
28,2018-06-21,5,91626
30,2018-06-21,3,141513
31,2018-06-21,4,197891
32,2018-06-22,5,153405
33,2018-06-22,4,116244
34,2018-06-22,5,36185
35,2018-06-22,3,80016
36,2018-06-23,5,130787
37,2018-06-21,4,162043
38,2018-06-23,5,67891
39,2018-06-21,5,94644
40,2018-06-23,5,106782
41,2018-06-23,5,195479
42,2018-06-24,5,160249
43,2018-06-24,4,170875
44,2018-06-24,5,65092
45,2018-06-24,4,46096
46,2018-06-24,4,159854
47,2018-06-24,3,138699
48,2018-06-24,1,7036
49,2018-06-24,4,84262
50,2018-06-24,4,154724
51,2018-06-24,3,67880
52,2018-06-24,5,183841
53,2018-06-24,5,198741
54,2018-06-24,4,181141
55,2018-06-24,5,114849
56,2018-06-24,5,185648
57,2018-06-25,5,74060
58,2018-06-25,5,180447
59,2018-06-25,5,123433
60,2018-06-25,5,15933
61,2018-06-25,3,48854
62,2018-06-26,5,90942
63,2018-06-25,5,160150
64,2018-06-25,1,59215
65,2018-06-25,5,70922
66,2018-06-26,5,189123
67,2018-06-25,5,158918
68,2018-06-25,5,14138
69,2018-06-26,1,175747
70,2018-06-26,4,20939
71,2018-06-26,1,14485
72,2018-06-26,4,99616
73,2018-06-27,3,69739
74,2018-06-27,5,76693
75,2018-06-28,4,69226
76,2018-06-28,5,135323
77,2018-06-28,4,16961
78,2018-06-27,5,111270
80,2018-06-28,4,63866
81,2018-06-27,5,198864
82,2018-06-28,1,102229
83,2018-06-27,5,19858
84,2018-06-28,4,21571
85,2018-06-29,5,203962
86,2018-06-29,3,192675
87,2018-06-29,5,60645
88,2018-06-29,5,129787
89,2018-06-29,5,34352
90,2018-06-29,1,116551
91,2018-06-29,5,151
92,2018-06-30,3,83716
93,2022-09-28,5,34018
94,2018-06-30,5,88811
95,2018-06-30,5,116546
96,2018-07-01,3,166074
97,2018-06-30,4,174146
98,2018-06-30,3,103200
99,2018-07-01,4,147562
100,2018-07-01,4,79211
101,2018-07-01,4,114647
102,2018-07-01,4,51832
103,2018-07-01,5,15061
104,2018-07-02,4,114066
105,2018-07-01,5,149955
106,2018-07-02,2,153299
107,2018-07-02,5,68689
108,2018-07-02,5,162707
109,2018-07-02,4,175195
110,2018-07-02,5,113777
111,2018-07-02,5,122341
112,2018-07-02,4,169549
113,2018-07-03,4,72527
114,2018-07-03,5,155040
115,2018-07-03,5,129347
116,2018-07-04,5,45070
117,2018-07-03,5,52663
118,2018-07-03,3,199360
119,2018-07-03,4,94629
120,2018-07-04,5,184708
121,2018-07-04,5,103518
122,2018-07-04,4,140091
123,2018-07-04,4,194214
124,2018-07-05,4,145193
125,2018-07-05,5,49798
126,2018-07-05,5,49369
127,2018-07-05,4,148543
128,2018-07-07,1,131794
129,2018-07-06,3,128586
130,2018-07-05,4,129347
131,2018-07-05,5,77983
132,2018-07-06,3,37523
135,2018-07-07,1,158155
136,2018-07-06,5,41489
137,2018-07-06,3,171440
138,2018-07-06,3,140317
139,2018-07-06,4,101614
140,2018-07-07,5,140329
141,2018-07-07,2,198979
142,2018-07-07,5,3832
143,2018-07-07,3,81053
144,2018-07-08,5,63635
146,2018-07-10,5,40503
147,2018-07-08,5,175616
148,2018-07-08,1,19890
149,2018-07-08,5,50139
150,2018-07-09,4,150875
151,2018-07-09,3,29666
152,2018-07-09,4,195781
153,2018-07-10,5,120140
154,2018-07-10,4,187026
155,2018-07-12,5,51571
156,2018-07-10,5,143332
157,2018-07-11,5,146216
158,2018-07-10,5,167501
159,2018-07-10,5,133288
160,2018-07-10,5,165632
161,2018-07-11,5,144381
162,2018-07-11,4,81683
163,2018-07-11,4,118767
164,2018-07-11,2,147471
165,2018-07-11,5,80917
166,2018-07-11,4,85815
167,2018-07-11,5,41309
168,2018-07-11,4,152076
169,2018-07-11,5,167749
170,2018-07-12,1,101282
172,2018-07-12,5,12559
173,2018-07-14,5,191538
174,2018-07-12,5,200594
175,2023-09-30,3,51204
176,2018-07-13,5,113670
177,2018-07-13,1,202616
178,2018-07-12,5,160249
179,2018-07-13,5,49067
180,2018-07-13,5,173038
181,2018-07-13,5,23690
182,2018-07-14,3,117353
183,2018-07-14,5,21703
184,2018-07-14,1,78548
185,2018-07-14,5,163279
186,2018-07-14,4,50383
187,2018-07-15,3,133899
188,2018-07-15,3,59552
189,2018-07-15,5,97064
190,2018-07-15,5,37361
192,2023-09-30,5,191368
193,2018-07-15,3,51600
194,2018-07-16,5,3561
195,2018-07-16,5,4660
196,2018-07-16,3,113130
197,2018-07-16,1,158415
198,2018-07-16,5,5885
199,2018-07-16,5,171868
200,2018-07-16,5,113649
202,2018-07-16,4,15146
203,2018-07-16,3,152218
204,2018-07-16,4,169290
205,2018-07-17,3,126262
206,2018-07-17,2,160170
207,2018-07-17,3,44026
208,2018-07-17,4,133139
209,2018-07-17,3,77101
210,2018-07-17,3,4166
211,2018-07-17,3,16809
212,2018-07-17,3,4724
213,2018-07-17,3,81973
214,2018-07-17,4,151341
215,2018-07-17,5,26106
216,2018-07-17,4,68051
217,2018-07-17,5,199273
218,2021-01-12,5,5632
219,2018-07-17,2,121483
220,2018-07-18,5,102229
221,2022-09-28,5,73497
222,2018-07-17,3,45914
223,2018-07-18,3,34359
224,2018-07-17,3,5845
225,2018-07-17,1,123949
226,2018-07-18,5,85793
227,2018-07-19,3,14159
228,2018-07-18,5,38686
229,2018-07-18,5,69784
230,2018-07-18,5,116357
231,2018-07-19,5,111857
232,2018-07-19,3,112004
233,2018-07-19,4,120349
235,2018-07-19,5,173415
236,2018-07-20,3,143132
237,2018-07-20,3,82255
238,2018-07-20,3,91741
239,2018-07-20,2,130028
240,2018-07-20,3,104260
241,2018-07-22,5,130956
242,2018-07-21,5,11173
243,2018-07-21,5,108051
244,2018-07-21,3,110489
245,2018-07-22,2,197906
246,2018-07-20,5,203385
247,2018-07-21,4,10177
248,2018-07-21,1,165599
249,2018-07-22,4,1623
250,2018-07-22,5,127722
251,2018-07-21,5,25592
252,2018-07-22,3,102254
255,2018-07-22,5,91012
256,2018-07-22,5,94136
257,2018-07-22,1,108390
258,2018-07-22,5,61054
259,2018-07-22,5,88097
260,2018-07-24,5,14954
261,2018-07-23,5,131200
262,2018-07-24,3,137968
263,2018-07-23,5,166641
264,2018-07-24,5,155770
265,2018-07-24,4,202881
266,2018-07-23,5,94928
267,2018-07-24,4,157697
268,2022-08-29,5,5632
269,2018-07-25,5,27088
270,2018-07-24,2,114568
271,2018-07-24,4,12851
272,2018-07-24,4,11922
273,2018-07-24,5,187076
275,2018-07-24,5,22575
276,2018-07-24,5,173799
277,2018-07-24,5,161695
278,2018-07-25,5,80465
279,2018-07-25,2,53813
280,2018-07-25,4,135331
281,2018-07-25,5,193584
282,2018-07-25,5,147631
283,2018-07-25,4,92336
284,2018-07-25,5,108811
285,2018-07-25,3,73180
286,2018-07-25,5,170731
287,2018-07-26,5,56696
288,2018-07-26,5,110407
289,2018-07-27,5,106426
290,2018-07-26,5,31216
291,2018-07-26,5,2309
292,2018-07-27,5,144710
293,2018-07-26,4,80969
294,2018-07-26,5,141012
295,2018-07-27,5,19486
296,2018-07-27,5,124255
297,2018-07-27,4,95043
298,2018-07-26,5,74703
299,2018-07-26,5,60368
300,2018-07-27,5,5338
301,2018-07-26,5,99761
302,2018-07-28,5,128356
304,2018-07-27,5,74235
305,2018-07-27,5,42958
306,2018-07-28,5,106179
307,2018-07-28,4,40424
308,2018-07-28,5,38521
309,2018-07-28,5,141993
311,2018-07-28,4,173620
312,2018-07-28,4,17937
313,2018-07-29,3,134678
314,2018-07-29,5,99195
315,2018-07-29,5,191755
316,2018-07-29,4,163690
317,2018-07-29,1,160877
318,2018-07-28,5,189561
319,2018-07-28,5,184881
320,2018-07-29,5,56705
321,2018-07-29,1,97332
322,2018-07-29,1,8543
323,2018-07-29,1,2499
324,2018-07-30,4,120617
325,2018-07-29,1,84162
326,2018-07-30,3,63200
327,2018-07-30,5,84720
329,2018-07-31,4,153850
330,2018-07-31,5,37863
331,2018-07-31,4,152523
332,2018-07-30,5,149185
333,2018-07-31,4,45370
334,2018-07-31,5,14706
335,2018-07-30,4,129787
336,2018-07-30,5,203057
337,2018-07-28,1,163875
338,2018-08-01,4,119000
339,2018-07-30,5,54288
340,2018-07-30,5,61231
341,2018-07-30,2,158715
342,2018-07-31,1,99208
343,2018-07-31,3,127819
344,2018-07-31,1,163680
345,2018-07-31,5,101430
347,2018-08-01,4,51448
348,2018-08-01,4,157870
349,2018-08-01,1,158117
350,2018-08-01,5,82244
351,2018-08-02,4,147582
352,2018-08-01,5,152655
353,2018-08-01,4,87777
354,2018-08-01,5,90888
355,2018-08-02,5,138245
356,2018-08-01,5,144963
357,2018-08-01,4,2313
358,2018-08-01,5,108390
359,2018-08-01,5,177980
361,2018-08-02,5,69092
362,2018-08-02,5,199739
363,2018-08-01,4,65824
364,2018-08-02,2,153783
365,2018-08-02,5,180357
366,2018-08-03,5,51845
367,2018-08-03,1,74767
368,2018-08-03,4,3439
369,2018-08-03,5,203756
370,2018-08-04,4,75826
371,2018-08-04,5,160221
372,2018-08-03,5,132044
373,2018-08-03,5,68155
375,2018-08-03,4,195570
376,2018-08-03,5,48564
377,2018-08-04,4,204116
378,2018-08-04,5,81495
379,2018-08-04,4,100426
380,2018-08-04,5,180357
381,2018-08-04,5,167280
382,2018-08-04,5,58372
383,2018-08-04,4,69519
384,2018-08-04,5,190302
385,2018-08-03,5,118342
386,2018-08-03,5,203057
387,2018-08-04,5,148984
